inchikey,activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,np_score,short_inchikey,wikidata_id
HEAUHZMVJKXAQR-UHFFFAOYSA-N,,CHEMBL3587005,CNCCN(C)c1cc(CCc2cc(C)cc(N)n2)cc(C(F)(F)F)c1,,CHEMBL3585280,J Med Chem,CHEMBL3586662,=,=,Ki,nM,8134.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,8134.0,CNCCN(C)c1cc(CCc2cc(C)cc(N)n2)cc(C(F)(F)F)c1,-0.8870250410501769,HEAUHZMVJKXAQR,http://www.wikidata.org/entity/Q27465265
HEFMQTWEOZTUSL-UHFFFAOYSA-N,,CHEMBL3424492,COc1ccc(C(=O)N2N=C(c3ccc(OC)c4c3OC(C)(C)C=C4)CC2c2cc(OC)c(OC)c(OC)c2)cc1,,CHEMBL3421627,Bioorg Med Chem Lett,CHEMBL3421800,=,=,IC50,nM,24800.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,24.8,COc1ccc(C(=O)N2N=C(c3ccc(OC)c4c3OC(C)(C)C=C4)CC2c2cc(OC)c(OC)c(OC)c2)cc1,0.3753672030677439,HEFMQTWEOZTUSL,no_wikidata_match
HEFNNWSXXWATRW-UHFFFAOYSA-N,,CHEMBL4629024,CC(C)Cc1ccc(C(C)C(=O)O)cc1,,CHEMBL4627345,Bioorg Med Chem,CHEMBL521,=,=,Inhibition,%,82.1,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,82.1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.1372349832244066,HEFNNWSXXWATRW,http://www.wikidata.org/entity/Q186969
HEIYXPDPUGXBFQ-UKILVPOCSA-N,317250,CHEMBL3707765,Nc1cccc(C[C@H]2CN(Cc3ccccc3)C[C@H]2NCCCc2ccccc2)n1,Outside typical range,CHEMBL3639091,Unknown journal,CHEMBL3701182,=,=,Ki,nM,609000.0,CHEMBL4481,"Nitric oxide synthase, inducible",Ki,nM,609000.0,Nc1cccc(C[C@H]2CN(Cc3ccccc3)C[C@H]2NCCCc2ccccc2)n1,-0.6252640404033766,HEIYXPDPUGXBFQ,no_wikidata_match
HEZNFGMLVSDYNB-UHFFFAOYSA-N,,CHEMBL1955555,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CCCCC1,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951512,=,=,Inhibition,%,7.61,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,7.61,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CCCCC1,-0.7982323218779132,HEZNFGMLVSDYNB,no_wikidata_match
HEZYSCBPWNGBQZ-UHFFFAOYSA-N,,CHEMBL3047051,Nc1ccccc1N1C(=O)C2C3C=CC(CC3)C2C1=O,,CHEMBL3045031,Med Chem Res,CHEMBL2237477,=,=,Inhibition,%,76.9,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,76.9,Nc1ccccc1N1C(=O)C2C3C=CC(CC3)C2C1=O,-0.17523252750824,HEZYSCBPWNGBQZ,no_wikidata_match
HFPLUGISGHPUNF-UHFFFAOYSA-N,,CHEMBL829930,CCOCc1cnc2nc(N)nc(O)c2n1,Outside typical range,CHEMBL1140327,J Med Chem,CHEMBL188475,>,>,IC50,nM,500000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,500.0,CCOCc1cnc2nc(N)nc(O)c2n1,-0.6377840547259749,HFPLUGISGHPUNF,http://www.wikidata.org/entity/Q82422976
HFSACQSILLSUII-ISSAZSKYSA-N,,CHEMBL942189,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,,CHEMBL1152257,Bioorg Med Chem,CHEMBL452242,>,>,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,3.153827770693358,HFSACQSILLSUII,http://www.wikidata.org/entity/Q27132635
HGMFEAOQSOXRCZ-UHFFFAOYSA-N,,CHEMBL3599211,O=c1sc2ccccc2n1CCCCCN1CCN(CCCCCn2c(=O)sc3ccccc32)CC1,,CHEMBL3596194,Bioorg Med Chem,CHEMBL3597245,=,=,IC50,nM,410.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.41,O=c1sc2ccccc2n1CCCCCN1CCN(CCCCCn2c(=O)sc3ccccc32)CC1,-0.8991036507051668,HGMFEAOQSOXRCZ,no_wikidata_match
HGXBRUKMWQGOIE-UHFFFAOYSA-N,,CHEMBL4407194,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,,CHEMBL4406802,Eur J Med Chem,CHEMBL2252392,=,=,Inhibition,%,49.13,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,49.13,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,0.9965041251747075,HGXBRUKMWQGOIE,http://www.wikidata.org/entity/Q104167841
HHDFROYUSGXVSJ-SIKLNZKXSA-N,,CHEMBL993939,Cc1cc(N)nc(C[C@H]2CNC[C@H]2N(C)CCN(C)CCc2cccc(F)c2)c1,,CHEMBL1143351,J Med Chem,CHEMBL520772,=,=,Ki,nM,56600.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,56.6,Cc1cc(N)nc(C[C@H]2CNC[C@H]2N(C)CCN(C)CCc2cccc(F)c2)c1,-0.7438996539501586,HHDFROYUSGXVSJ,no_wikidata_match
HIADSDQQZARBFQ-FXMYHANSSA-N,,CHEMBL840182,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)N[N+](=O)[O-].O=C(O)C(F)(F)F,Outside typical range,CHEMBL1130132,J Med Chem,CHEMBL1202111,=,=,Selectivity,nM,8.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,8.9,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)N[N+](=O)[O-].O=C(O)C(F)(F)F,0.1210570347439272,HIADSDQQZARBFQ,no_wikidata_match
HIUVKVDQFXDZHU-UHFFFAOYSA-N,,CHEMBL696861,N=C(N)NCC1COc2ccccc2O1,,CHEMBL1133943,Bioorg Med Chem Lett,CHEMBL76725,<,<,Activity,uM,0.1,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,uM,0.1,N=C(N)NCC1COc2ccccc2O1,-0.0869443369765066,HIUVKVDQFXDZHU,http://www.wikidata.org/entity/Q3778223
HJBXSBPYGJZJML-JZGIKJSDSA-N,,CHEMBL3881545,COC[C@](N)(CSCCNC(=N)N)C(=O)O.Cl.Cl,,CHEMBL3881523,Unknown journal,CHEMBL3916075,=,=,IC50,nM,8200.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,8.2,COC[C@](N)(CSCCNC(=N)N)C(=O)O.Cl.Cl,-0.0663176022545666,HJBXSBPYGJZJML,no_wikidata_match
HJWAXACIFUXKNZ-BYPYZUCNSA-N,,CHEMBL702890,N/N=C(/S)NCCC[C@H](N)C(=O)O,Outside typical range,CHEMBL1132646,J Med Chem,CHEMBL57111,=,=,IC50,nM,3713000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,3713.0,N/N=C(/S)NCCC[C@H](N)C(=O)O,0.1917344737383538,HJWAXACIFUXKNZ,no_wikidata_match
HKLFDCGBVFYQPQ-KRWDZBQOSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cncc([C@H](CN)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262026,=,=,Ki,nM,6629.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,6629.0,Cc1cc(N)nc(CCc2cncc([C@H](CN)Cc3cc(C)cc(N)n3)c2)c1,-0.0901479450141285,HKLFDCGBVFYQPQ,http://www.wikidata.org/entity/Q27465259
HKLFDCGBVFYQPQ-QGZVFWFLSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cncc([C@@H](CN)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262025,=,=,Ki,nM,4386.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,4386.0,Cc1cc(N)nc(CCc2cncc([C@@H](CN)Cc3cc(C)cc(N)n3)c2)c1,-0.0901479450141285,HKLFDCGBVFYQPQ,http://www.wikidata.org/entity/Q27456630
HKLFDCGBVFYQPQ-UHFFFAOYSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cncc(C(CN)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262024,=,=,Ki,nM,2810.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2810.0,Cc1cc(N)nc(CCc2cncc(C(CN)Cc3cc(C)cc(N)n3)c2)c1,-0.0901479450141285,HKLFDCGBVFYQPQ,no_wikidata_match
HLFGYTAETWRDBS-UHFFFAOYSA-N,,CHEMBL832387,CC1CC(N)=NC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL185584,=,=,Ratio,uM,3.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,3.8,CC1CC(N)=NC1C,0.5123443215518251,HLFGYTAETWRDBS,no_wikidata_match
HLXIFDPXSXIPCZ-UHNVWZDZSA-N,,CHEMBL750786,NC1=NC[C@H](C[C@H](N)C(=O)O)C1,,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL317028,=,=,IC50,nM,25000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,25.0,NC1=NC[C@H](C[C@H](N)C(=O)O)C1,0.9938805989881836,HLXIFDPXSXIPCZ,no_wikidata_match
HLXIFDPXSXIPCZ-WHFBIAKZSA-N,,CHEMBL750786,NC1=NC[C@@H](C[C@H](N)C(=O)O)C1,,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL101713,=,=,IC50,nM,36000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,36.0,NC1=NC[C@@H](C[C@H](N)C(=O)O)C1,0.9938805989881836,HLXIFDPXSXIPCZ,no_wikidata_match
HNKLCRIFLSAYAM-UHFFFAOYSA-N,,CHEMBL1649018,COc1c(C)c(-c2c(C)c(OC)c3c(c2OC)OCO3)c(OC)c2c1OCO2,,CHEMBL1641547,Bioorg Med Chem,CHEMBL229509,=,=,IC50,nM,16200.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,16.2,COc1c(C)c(-c2c(C)c(OC)c3c(c2OC)OCO3)c(OC)c2c1OCO2,0.6507202997949036,HNKLCRIFLSAYAM,http://www.wikidata.org/entity/Q77281441
HNOVETPPRHXNDM-UHFFFAOYSA-N,,CHEMBL700509,Nc1ccc2c(n1)CCC2,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL292690,>,>,IC50,nM,50000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,50.0,Nc1ccc2c(n1)CCC2,-0.36930805641329,HNOVETPPRHXNDM,no_wikidata_match
HNWWZHYINOTXRH-HSSPRWGWSA-N,,CHEMBL5046509,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccc(Cl)cc1)C(=O)OC,,CHEMBL5046219,J Med Chem,CHEMBL2289689,=,=,Ratio IC50,nM,62.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,nM,62.0,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccc(Cl)cc1)C(=O)OC,-0.2817111899700619,HNWWZHYINOTXRH,no_wikidata_match
HOYBUTQLFZKDDU-UHFFFAOYSA-N,,CHEMBL848735,CCc1cc(C)cc(N)n1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL294084,=,=,Selectivity,nM,0.15,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,0.15,CCc1cc(C)cc(N)n1,-0.84412085326866,HOYBUTQLFZKDDU,no_wikidata_match
HPBNRIOWIXYZFK-UHFFFAOYSA-N,,CHEMBL696861,N=C(N)NCC1COC2(CCCCC2)O1,,CHEMBL1133943,Bioorg Med Chem Lett,CHEMBL1037,<,<,Activity,uM,0.1,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,uM,0.1,N=C(N)NCC1COC2(CCCCC2)O1,0.3858749127504267,HPBNRIOWIXYZFK,http://www.wikidata.org/entity/Q5613557
HPGDXHOKQNTRIC-FQEVSTJZSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cccc([C@@H](N)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262017,=,=,Ki,nM,17670.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,17670.0,Cc1cc(N)nc(CCc2cccc([C@@H](N)Cc3cc(C)cc(N)n3)c2)c1,-0.1057917214847259,HPGDXHOKQNTRIC,http://www.wikidata.org/entity/Q27453027
HPGDXHOKQNTRIC-HXUWFJFHSA-N,,CHEMBL3266757,Cc1cc(N)nc(CCc2cccc([C@H](N)Cc3cc(C)cc(N)n3)c2)c1,,CHEMBL3259595,J Med Chem,CHEMBL3262018,=,=,Ki,nM,15620.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,15620.0,Cc1cc(N)nc(CCc2cccc([C@H](N)Cc3cc(C)cc(N)n3)c2)c1,-0.1057917214847259,HPGDXHOKQNTRIC,http://www.wikidata.org/entity/Q27465252
HPQDVOLEJAWTBM-LBPRGKRZSA-N,,CHEMBL699600,N/C(=N\CCC[C@H](N)CNCCc1cccnc1)N[N+](=O)[O-],Outside typical range,CHEMBL1136776,J Med Chem,CHEMBL45441,=,=,Ki,nM,178000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,178.0,N/C(=N\CCC[C@H](N)CNCCc1cccnc1)N[N+](=O)[O-],-0.1669987438081588,HPQDVOLEJAWTBM,no_wikidata_match
HPTQHXKWSUVNNR-UHFFFAOYSA-N,,CHEMBL1046061,Cc1n[nH]c2c1C(=O)CC(C)(C)C2,,CHEMBL1152545,Bioorg Med Chem,CHEMBL594957,=,=,Inhibition,%,22.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,22.0,Cc1n[nH]c2c1C(=O)CC(C)(C)C2,-0.5995277522003539,HPTQHXKWSUVNNR,http://www.wikidata.org/entity/Q82150109
HPZGEKFXSFKQQR-LBPRGKRZSA-N,,CHEMBL699600,N/C(=N\CCC[C@H](N)CNCc1cccc(N)c1)N[N+](=O)[O-],Outside typical range,CHEMBL1136776,J Med Chem,CHEMBL45021,=,=,Ki,nM,572000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,572.0,N/C(=N\CCC[C@H](N)CNCc1cccc(N)c1)N[N+](=O)[O-],-0.255000036109168,HPZGEKFXSFKQQR,no_wikidata_match
HRKZSHHYVKRZSE-ZETCQYMHSA-N,,CHEMBL699603,CC(C)/N=C(\NO)NCCC[C@H](N)C(=O)O,,CHEMBL1145002,J Med Chem,CHEMBL76117,<,<,NO formation,%,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",NO formation,%,0.5,CC(C)/N=C(\NO)NCCC[C@H](N)C(=O)O,0.3147465578960875,HRKZSHHYVKRZSE,no_wikidata_match
HSXIJIMUSUMTES-UHFFFAOYSA-N,,CHEMBL3801317,CNC(=S)NCCC(=O)c1cc(OC)ccc1N,,CHEMBL3797128,Medchemcomm,CHEMBL3798462,=,=,Inhibition,%,78.2,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,78.2,CNC(=S)NCCC(=O)c1cc(OC)ccc1N,-0.9985319143135388,HSXIJIMUSUMTES,no_wikidata_match
HTVLQCTYKUDJCE-LURJTMIESA-N,,CHEMBL1104713,N[C@@H](CCCNc1ncc[nH]1)C(=O)O,,CHEMBL1157817,J Med Chem,CHEMBL1099171,=,=,IC50,nM,65000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,65.0,N[C@@H](CCCNc1ncc[nH]1)C(=O)O,-0.0042594070272642,HTVLQCTYKUDJCE,no_wikidata_match
HTZZMLFQUNRRMS-UHFFFAOYSA-N,,CHEMBL845032,NC1=NCCC(C(F)(F)F)C1,,CHEMBL1131208,J Med Chem,CHEMBL268312,=,=,Selectivity,nM,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,1.0,NC1=NCCC(C(F)(F)F)C1,-0.3458415152544182,HTZZMLFQUNRRMS,no_wikidata_match
HUOGRSGQHCPAGO-ZETCQYMHSA-N,,CHEMBL913121,N=C(NCCC[C@H](N)CN(O)CCN)N[N+](=O)[O-],,CHEMBL1147156,J Med Chem,CHEMBL375949,=,=,Ki,nM,16000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,16.0,N=C(NCCC[C@H](N)CN(O)CCN)N[N+](=O)[O-],0.1631474511977,HUOGRSGQHCPAGO,http://www.wikidata.org/entity/Q27453829
HUPAIRSANNAMDO-UHFFFAOYSA-N,,CHEMBL1273065,CC(=N)NCc1ccc2c(c1)OCO2.Cl,Outside typical range,CHEMBL1268984,Bioorg Med Chem Lett,CHEMBL1269106,=,=,IC50,nM,800000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,800.0,CC(=N)NCc1ccc2c(c1)OCO2.Cl,0.13174908999198,HUPAIRSANNAMDO,no_wikidata_match
HWWBUBSEWUZCOC-UHFFFAOYSA-N,,CHEMBL3047051,O=C1c2cccc3cccc(c23)C(=O)N1c1ccccc1,,CHEMBL3045031,Med Chem Res,CHEMBL1917487,=,=,Inhibition,%,67.6,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,67.6,O=C1c2cccc3cccc(c23)C(=O)N1c1ccccc1,-0.8031159661480712,HWWBUBSEWUZCOC,no_wikidata_match
HXSRYCNFKOTUIF-LTCKWSDVSA-N,,CHEMBL4153940,CC(=N)NCc1cccc(CNC(=O)[C@@H](N)CC(=O)O)c1.Cl.Cl,,CHEMBL4152230,Eur J Med Chem,CHEMBL4176848,=,=,IC50,nM,1025.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,1.025,CC(=N)NCc1cccc(CNC(=O)[C@@H](N)CC(=O)O)c1.Cl.Cl,0.1875184519282912,HXSRYCNFKOTUIF,no_wikidata_match
HYBLXYGPQAIGPY-UHFFFAOYSA-N,,CHEMBL750480,NCCCN/C(N)=N/O,,CHEMBL1134763,J Med Chem,CHEMBL108555,<,<,Initial rates,,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",Initial rates,,0.5,NCCCN/C(N)=N/O,0.0974776758309444,HYBLXYGPQAIGPY,no_wikidata_match
HYGOVAYPRHKOMG-UHFFFAOYSA-N,,CHEMBL1056359,CC1=CC2=NCC(C(=O)c3ccc4ccccc4c3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL562261,=,=,Activity,%,28.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,28.0,CC1=CC2=NCC(C(=O)c3ccc4ccccc4c3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,-0.0927913190106213,HYGOVAYPRHKOMG,no_wikidata_match
HYRBDQKGNSRNJP-UHFFFAOYSA-N,,CHEMBL2401460,Nc1cc(Cl)c(Cl)cc1C1=NN(C(=O)C2CC2)CC1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL2397632,=,=,Inhibition,%,15.53,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,15.53,Nc1cc(Cl)c(Cl)cc1C1=NN(C(=O)C2CC2)CC1,-0.9988155922725052,HYRBDQKGNSRNJP,no_wikidata_match
HZANPJRAEGTQHK-WGMYLSDTSA-N,,CHEMBL702712,Cl.Cl.NC1=Nc2cc(CCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL542132,=,=,Selectivity,nM,11.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,uM,11.0,Cl.Cl.NC1=Nc2cc(CCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,-0.5183336727679964,HZANPJRAEGTQHK,no_wikidata_match
HZCIHNGXBUXRHZ-UHFFFAOYSA-N,,CHEMBL702716,NNC(N)NCCCC(N)C(=O)O,,CHEMBL1127552,J Med Chem,CHEMBL413545,=,=,IC50,nM,4300.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,4.3,NNC(N)NCCCC(N)C(=O)O,0.5572878247631693,HZCIHNGXBUXRHZ,no_wikidata_match
HZHJCKDWMOAWJH-WDOSNPKHSA-N,,CHEMBL1274960,N=C1CCCC(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)N1,,CHEMBL1268881,Bioorg Med Chem Lett,CHEMBL1270460,=,=,Ki,nM,21800.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,21800.0,N=C1CCCC(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)N1,-0.18279928237175,HZHJCKDWMOAWJH,no_wikidata_match
HZHSQZDLHWMRQY-UHFFFAOYSA-N,,CHEMBL1762844,O=C(O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,,CHEMBL1759883,Eur J Med Chem,CHEMBL1762743,=,=,Inhibition,%,62.6,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,62.6,O=C(O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,-0.6980980141436313,HZHSQZDLHWMRQY,no_wikidata_match
IAFUJPLCPHMFGX-UHFFFAOYSA-N,,CHEMBL4809865,CC(=N)NCCC(O)c1cc(Cl)ccc1N,,CHEMBL4808198,Bioorg Med Chem,CHEMBL4863680,=,=,Inhibition,%,49.11,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,49.11,CC(=N)NCCC(O)c1cc(Cl)ccc1N,0.0668312781018812,IAFUJPLCPHMFGX,no_wikidata_match
IAFWSKDSYUFBEI-OGPPPPIKSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)c1.Cl,Outside typical range,CHEMBL1275378,J Med Chem,CHEMBL1278217,=,=,Ki,nM,193500.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,193.5,Cc1cc(N)nc(C[C@@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)c1.Cl,-0.5130031518736999,IAFWSKDSYUFBEI,no_wikidata_match
IAFWSKDSYUFBEI-XLCHORMMSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl,,CHEMBL1275378,J Med Chem,CHEMBL1278132,=,=,Ki,nM,7200.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,7.2,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl,-0.5130031518736999,IAFWSKDSYUFBEI,no_wikidata_match
IAFWSKDSYUFBEI-YFUYRHFLSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)c1.Cl,Outside typical range,CHEMBL1275378,J Med Chem,CHEMBL1278038,=,=,Ki,nM,116000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,116.0,Cc1cc(N)nc(C[C@H]2CNC[C@H]2OCCNCCc2cccc(F)c2)c1.Cl,-0.5130031518736999,IAFWSKDSYUFBEI,no_wikidata_match
IAFWSKDSYUFBEI-ZHXLSBKVSA-N,,CHEMBL1285558,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl,,CHEMBL1275378,J Med Chem,CHEMBL1278133,=,=,Ki,nM,63000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,63.0,Cc1cc(N)nc(C[C@H]2CNC[C@@H]2OCCNCCc2cccc(F)c2)c1.Cl,-0.5130031518736999,IAFWSKDSYUFBEI,no_wikidata_match
IAGGWXWPUDULOO-BDAKNGLRSA-N,,CHEMBL829506,CSC(=N)NCC[C@@H](C)[C@H](N)C(=O)OC(C)(C)C,Outside typical range,CHEMBL1139597,Bioorg Med Chem Lett,CHEMBL196721,=,=,IC50,nM,110000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,110.0,CSC(=N)NCC[C@@H](C)[C@H](N)C(=O)OC(C)(C)C,0.02638279143735,IAGGWXWPUDULOO,no_wikidata_match
IAGGWXWPUDULOO-IUCAKERBSA-N,,CHEMBL829506,CSC(=N)NCC[C@H](C)[C@H](N)C(=O)OC(C)(C)C,,CHEMBL1139597,Bioorg Med Chem Lett,CHEMBL193967,=,=,IC50,nM,4500.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,4.5,CSC(=N)NCC[C@H](C)[C@H](N)C(=O)OC(C)(C)C,0.02638279143735,IAGGWXWPUDULOO,no_wikidata_match
IAGJRVCMUDBZSN-UHFFFAOYSA-N,,CHEMBL832387,CC1CN=C(N)C1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL183012,=,=,Ratio,uM,0.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,0.3,CC1CN=C(N)C1,1.155336008744457,IAGJRVCMUDBZSN,no_wikidata_match
IAOXNEIZLXBXIX-UHFFFAOYSA-N,,CHEMBL1056369,CC1=CC2=NCC(C(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL551721,=,=,Activity,%,64.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,64.0,CC1=CC2=NCC(C(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,-0.428204711328997,IAOXNEIZLXBXIX,no_wikidata_match
IAYULXZCALADJD-UHFFFAOYSA-N,,CHEMBL850730,C#CC/N=C(/N)NCCCC(N)C(=O)O,,CHEMBL1130243,J Med Chem,CHEMBL340224,=,=,Selectivity ratio,nM,1.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity ratio,nM,1.4,C#CC/N=C(/N)NCCCC(N)C(=O)O,0.5457169305345734,IAYULXZCALADJD,no_wikidata_match
IAYULXZCALADJD-ZETCQYMHSA-N,,CHEMBL1020499,C#CCNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1139258,Bioorg Med Chem,CHEMBL197234,=,=,Inhibition,%,100.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,100.0,C#CCNC(=N)NCCC[C@H](N)C(=O)O,0.2758740997745733,IAYULXZCALADJD,no_wikidata_match
IBIAKHLCUNGCGL-UHFFFAOYSA-N,,CHEMBL3047051,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccc(S)cc1,,CHEMBL3045031,Med Chem Res,CHEMBL2237493,=,=,Inhibition,%,87.9,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,87.9,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccc(S)cc1,-0.4694393263446799,IBIAKHLCUNGCGL,no_wikidata_match
